ride_id,timestamp,origin_lat,origin_lon,dest_lat,dest_lon,vehicle_type,trip_distance,trip_duration,fare,hour,day_of_week,is_rush_hour
R000230,2024-01-18 23:38:33,40.730119,-73.961787,40.679355,-74.04163,economy,8.78,13.0,14.66,23,3,0
R000231,2024-01-04 01:15:26,40.692474,-74.043852,40.675509,-73.970523,economy,6.46,8.52,9.73,1,3,0
R000232,2024-01-27 15:38:34,40.684554,-74.03212,40.674048,-74.004285,economy,2.62,5.37,6.69,15,5,0
R000233,2024-01-01 19:22:15,40.747007,-73.992421,40.722831,-73.98913,sedan,2.7,10.4,17.65,19,0,1
R000234,2024-01-12 02:33:34,40.757273,-73.991434,40.718001,-73.985241,sedan,4.4,4.91,10.67,2,4,0
R000235,2024-01-13 15:02:40,40.725592,-74.03562,40.735494,-73.995603,economy,3.55,7.21,8.29,15,5,0
R000236,2024-01-03 11:15:46,40.676501,-74.010467,40.719122,-74.02982,economy,5.01,11.12,12.21,11,2,0
R000237,2024-01-12 17:21:52,40.751246,-74.029882,40.703738,-74.037283,sedan,5.32,20.45,32.11,17,4,1
R000238,2024-01-23 15:40:11,40.714686,-73.994877,40.69876,-73.982546,economy,2.05,4.16,6.17,15,1,0
R000239,2024-01-07 01:50:12,40.738183,-73.987213,40.71887,-74.042656,sedan,5.14,5.04,12.12,1,6,0
R000240,2024-01-27 17:30:16,40.682283,-74.036764,40.734743,-73.978535,suv,7.62,28.57,59.93,17,5,1
R000241,2024-01-11 08:07:51,40.698209,-73.981494,40.702056,-73.971982,suv,0.91,3.15,11.69,8,3,1
R000242,2024-01-13 10:11:31,40.738903,-74.023579,40.721925,-74.039779,sedan,2.33,4.21,8.96,10,5,0
R000243,2024-01-24 13:05:27,40.698949,-73.963195,40.725487,-73.976977,sedan,3.17,5.42,11.84,13,2,0
R000244,2024-01-11 03:05:20,40.722363,-73.982167,40.697852,-73.987559,economy,2.76,3.46,5.4,3,3,0
R000245,2024-01-15 11:28:02,40.700878,-74.044864,40.670123,-74.038835,sedan,3.46,5.96,12.43,11,0,0
R000246,2024-01-14 08:40:50,40.754724,-74.012075,40.698122,-73.990877,economy,6.54,21.34,21.62,8,6,1
R000247,2024-01-26 23:43:10,40.725474,-74.031557,40.705454,-73.974906,economy,5.27,7.22,9.44,23,4,0
R000248,2024-01-03 07:49:41,40.698543,-73.982685,40.756331,-74.029474,economy,7.54,25.48,24.57,7,2,1
R000249,2024-01-05 21:28:23,40.730859,-73.990148,40.713648,-73.961297,sedan,3.09,5.54,11.96,21,4,0
R000250,2024-01-13 10:41:17,40.737548,-73.998424,40.67503,-74.021328,economy,7.21,12.46,14.73,10,5,0
R000251,2024-01-13 17:07:16,40.700898,-74.013728,40.742278,-73.984975,economy,5.2,19.6,19.09,17,5,1
R000252,2024-01-20 09:44:58,40.669527,-74.027617,40.685069,-74.024041,suv,1.75,5.04,15.62,9,5,1
R000253,2024-01-15 05:57:45,40.668891,-74.029292,40.722723,-74.033104,sedan,5.99,10.4,17.55,5,0,0
R000254,2024-01-23 02:35:34,40.728783,-74.036793,40.676627,-74.007058,sedan,6.32,7.25,13.59,2,1,0
R000255,2024-01-30 22:40:11,40.734162,-74.008158,40.70163,-74.015497,economy,3.67,8.42,9.33,22,1,0
R000256,2024-01-07 04:15:50,40.748088,-73.96502,40.719455,-74.0308,economy,6.39,8.41,11.08,4,6,0
R000257,2024-01-18 04:39:56,40.72619,-74.03844,40.708587,-73.984029,sedan,4.99,6.43,12.22,4,3,0
R000258,2024-01-25 13:52:36,40.729309,-74.028192,40.673799,-74.004343,economy,6.49,13.58,13.88,13,3,0
R000259,2024-01-22 16:22:08,40.7139,-73.989779,40.671551,-74.043369,sedan,6.53,10.78,19.74,16,0,0
R000260,2024-01-06 04:27:32,40.674213,-74.04991,40.726064,-73.995858,sedan,7.35,9.88,16.0,4,5,0
R000261,2024-01-10 05:10:20,40.727323,-74.034332,40.691654,-74.049115,economy,4.16,9.14,9.84,5,2,0
R000262,2024-01-21 17:17:08,40.72402,-74.016625,40.686312,-74.040075,economy,4.64,21.0,22.15,17,6,1
R000263,2024-01-21 05:37:37,40.725079,-74.025175,40.671576,-73.963836,sedan,7.88,12.64,23.8,5,6,0
R000264,2024-01-27 00:05:02,40.755997,-73.996831,40.720218,-73.983673,economy,4.13,6.09,7.83,0,5,0
R000265,2024-01-07 18:26:39,40.679329,-74.020556,40.751328,-74.030785,sedan,8.05,24.72,37.71,18,6,1
R000266,2024-01-10 20:19:30,40.708081,-73.986516,40.731694,-73.992384,sedan,2.67,4.72,10.61,20,2,0
R000267,2024-01-06 14:26:30,40.693532,-73.977565,40.686964,-74.024587,economy,4.03,7.86,10.48,14,5,0
R000268,2024-01-23 10:46:55,40.700255,-73.977326,40.726114,-74.030133,sedan,5.3,9.25,15.65,10,1,0
R000269,2024-01-04 10:15:29,40.699798,-73.984257,40.730157,-73.988068,economy,3.39,7.62,8.87,10,3,0
R000270,2024-01-13 19:26:15,40.733752,-74.002199,40.720931,-74.005248,sedan,1.45,5.25,11.23,19,5,1
R000271,2024-01-30 18:46:20,40.691567,-74.024094,40.725066,-73.982499,sedan,5.12,17.3,27.64,18,1,1
R000272,2024-01-16 09:31:01,40.696755,-73.985253,40.739806,-74.032637,suv,6.23,24.55,43.56,9,1,1
R000273,2024-01-07 18:22:03,40.691821,-73.978777,40.699785,-73.980459,sedan,0.9,3.03,9.5,18,6,1
R000274,2024-01-22 15:18:34,40.728876,-73.987759,40.754027,-74.017885,suv,3.78,6.45,17.28,15,0,0
R000275,2024-01-24 11:48:25,40.701412,-73.982864,40.696435,-74.027998,economy,3.84,7.86,9.91,11,2,0
R000276,2024-01-10 02:24:32,40.703037,-74.013864,40.730406,-74.05071,sedan,4.35,4.42,11.14,2,2,0
R000277,2024-01-20 21:39:07,40.730041,-73.978209,40.719979,-74.035077,sedan,4.92,9.74,17.88,21,5,0
R000278,2024-01-12 04:12:38,40.718259,-73.996686,40.728682,-73.978551,economy,1.92,2.89,4.41,4,4,0
R000279,2024-01-05 22:21:51,40.712643,-74.044065,40.67307,-74.020919,sedan,4.81,8.83,16.44,22,4,0
R000280,2024-01-17 04:20:59,40.738775,-74.004446,40.717092,-74.036968,sedan,3.65,4.07,8.48,4,2,0
R000281,2024-01-17 16:34:31,40.675774,-74.031145,40.740367,-73.987846,economy,8.06,14.46,18.04,16,2,0
R000282,2024-01-22 03:26:37,40.738905,-73.98809,40.67845,-74.014109,economy,7.07,9.53,11.68,3,0,0
R000283,2024-01-21 18:36:14,40.719269,-73.998101,40.684403,-74.018399,economy,4.24,17.19,17.42,18,6,1
R000284,2024-01-21 23:39:49,40.694685,-73.966339,40.68547,-74.033974,economy,5.79,8.53,9.35,23,6,0
R000285,2024-01-23 03:12:01,40.709037,-74.007533,40.679813,-74.043746,economy,4.46,6.23,8.46,3,1,0
R000286,2024-01-07 13:32:49,40.707117,-73.985344,40.736696,-74.036698,sedan,5.44,8.39,16.89,13,6,0
R000287,2024-01-24 01:45:08,40.735424,-73.991874,40.753895,-74.044794,suv,4.91,6.38,16.2,1,2,0
R000288,2024-01-16 16:24:20,40.691354,-74.028772,40.749363,-74.028541,sedan,6.45,12.07,19.14,16,1,0
R000289,2024-01-18 11:43:49,40.708277,-73.981096,40.673683,-74.007119,sedan,4.43,5.75,14.38,11,3,0
R000290,2024-01-09 19:30:12,40.699061,-73.970015,40.723135,-74.03342,economy,5.98,20.17,22.96,19,1,1
R000291,2024-01-10 09:45:13,40.733574,-73.962683,40.690888,-73.992124,economy,5.36,19.85,18.03,9,2,1
R000292,2024-01-18 23:17:18,40.700132,-73.981178,40.722567,-74.019544,economy,4.08,5.3,6.9,23,3,0
R000293,2024-01-12 04:18:02,40.733803,-73.985257,40.692721,-73.980692,sedan,4.58,5.74,11.63,4,4,0
R000294,2024-01-24 15:13:12,40.67389,-73.987295,40.718662,-74.035569,economy,6.43,11.48,11.67,15,2,0
R000295,2024-01-20 23:37:15,40.689983,-74.02148,40.709407,-74.013941,economy,2.25,3.35,5.48,23,5,0
R000296,2024-01-14 10:45:30,40.687904,-74.02964,40.686886,-74.019126,economy,0.89,1.67,3.91,10,6,0
R000297,2024-01-30 15:30:41,40.720386,-74.040767,40.733413,-73.982877,suv,5.09,9.85,22.36,15,1,0
R000298,2024-01-03 20:36:14,40.746962,-73.972648,40.689292,-74.010388,suv,7.16,14.61,30.08,20,2,0
R000299,2024-01-30 05:26:56,40.716283,-74.006197,40.677293,-73.99189,economy,4.5,8.62,11.09,5,1,0
R000300,2024-01-27 12:50:31,40.723366,-74.043191,40.693642,-73.979643,economy,6.29,14.95,15.32,12,5,0
R000301,2024-01-19 19:06:59,40.739612,-74.015363,40.698139,-73.976736,suv,5.64,22.19,43.4,19,4,1
R000302,2024-01-05 16:29:17,40.729582,-73.98585,40.696126,-73.983018,sedan,3.73,5.78,12.79,16,4,0
R000303,2024-01-23 05:00:47,40.733113,-74.041338,40.675312,-73.971583,sedan,8.71,14.97,26.94,5,1,0
R000304,2024-01-06 19:54:40,40.754841,-74.013402,40.75637,-73.990887,sedan,1.9,5.83,14.19,19,5,1
R000305,2024-01-03 12:42:06,40.686864,-74.021071,40.682401,-74.049865,suv,2.48,5.2,15.58,12,2,0
R000306,2024-01-01 08:24:15,40.732542,-73.970877,40.723772,-74.037766,economy,5.72,21.29,20.17,8,0,1
R000307,2024-01-24 18:00:16,40.741516,-74.002329,40.731722,-74.022708,economy,2.03,9.2,11.48,18,2,1
R000308,2024-01-04 14:19:10,40.709134,-74.018798,40.712279,-73.976458,suv,3.59,6.05,16.56,14,3,0
R000309,2024-01-23 09:44:07,40.731881,-73.976662,40.676857,-74.029411,economy,7.56,26.16,24.09,9,1,1
R000310,2024-01-08 07:08:30,40.730877,-74.037612,40.726403,-73.995116,sedan,3.62,12.27,18.97,7,0,1
R000311,2024-01-16 17:51:42,40.710216,-73.962881,40.724873,-74.039636,sedan,6.67,20.18,37.47,17,1,1
R000312,2024-01-20 02:33:28,40.729569,-74.044732,40.734216,-73.992295,economy,4.45,6.59,7.67,2,5,0
R000313,2024-01-18 16:12:36,40.692935,-73.993141,40.698432,-73.971305,economy,1.94,3.49,5.68,16,3,0
R000314,2024-01-07 22:37:31,40.70037,-73.980102,40.746208,-73.982054,economy,5.1,10.85,12.53,22,6,0
R000315,2024-01-17 13:29:36,40.699849,-73.982206,40.728166,-74.00056,economy,3.51,6.92,8.36,13,2,0
R000316,2024-01-01 12:16:52,40.693335,-74.026602,40.716998,-74.016764,economy,2.76,5.22,7.34,12,0,0
R000317,2024-01-12 22:04:34,40.734391,-73.968373,40.693003,-73.973749,economy,4.62,9.72,10.82,22,4,0
R000318,2024-01-30 15:02:18,40.735657,-73.978558,40.669421,-73.964347,sedan,7.46,11.6,22.74,15,1,0
R000319,2024-01-24 20:26:23,40.742446,-74.025663,40.699636,-73.971809,economy,6.58,12.86,14.0,20,2,0
R000320,2024-01-22 21:55:34,40.722703,-74.037516,40.7018,-73.989082,sedan,4.7,7.2,14.05,21,0,0
R000321,2024-01-24 07:53:00,40.734687,-74.046667,40.749061,-73.974296,economy,6.3,24.85,24.72,7,2,1
R000322,2024-01-24 17:27:34,40.687278,-74.026844,40.72315,-74.030191,economy,4.0,14.51,17.69,17,2,1
R000323,2024-01-07 23:48:07,40.702676,-73.978495,40.746908,-73.99954,suv,5.23,5.01,17.02,23,6,0
R000324,2024-01-29 00:15:13,40.72953,-74.000153,40.737449,-73.996827,sedan,0.92,1.09,4.69,0,0,0
R000325,2024-01-28 01:15:47,40.705861,-73.974425,40.696,-74.022289,sedan,4.18,5.06,9.6,1,6,0
R000326,2024-01-25 01:08:32,40.67718,-74.016394,40.733655,-74.036879,sedan,6.51,7.91,15.12,1,3,0
R000327,2024-01-25 21:52:20,40.688018,-74.017525,40.724869,-74.044616,sedan,4.69,7.44,13.94,21,3,0
R000328,2024-01-14 09:17:03,40.710324,-74.046892,40.680402,-74.026087,sedan,3.76,9.97,18.46,9,6,1
R000329,2024-01-06 20:43:27,40.72277,-74.025739,40.723212,-74.043288,suv,1.48,2.69,9.67,20,5,0
R000330,2024-01-22 12:50:33,40.699396,-73.974298,40.71394,-74.024586,economy,4.54,8.93,10.98,12,0,0
R000331,2024-01-06 17:30:15,40.675638,-73.995464,40.686205,-74.02998,sedan,3.14,11.92,20.9,17,5,1
R000332,2024-01-30 01:35:26,40.712219,-73.987797,40.757154,-74.039166,economy,6.61,8.6,9.62,1,1,0
R000333,2024-01-08 08:13:21,40.705765,-74.014008,40.749485,-73.986737,sedan,5.38,13.97,25.49,8,0,1
R000334,2024-01-03 17:46:53,40.720385,-74.035266,40.740861,-73.986516,suv,4.7,17.14,36.27,17,2,1
R000335,2024-01-07 18:46:42,40.708861,-74.017785,40.678692,-74.013295,suv,3.38,12.49,29.64,18,6,1
R000336,2024-01-11 09:58:00,40.686676,-74.02925,40.752555,-73.990828,economy,8.01,25.69,27.58,9,3,1
R000337,2024-01-25 15:58:15,40.721229,-74.050088,40.725049,-73.968804,economy,6.86,15.03,15.46,15,3,0
R000338,2024-01-08 17:20:49,40.694738,-73.979192,40.749021,-74.04502,economy,8.2,29.04,31.75,17,0,1
R000339,2024-01-09 11:32:56,40.668854,-74.013017,40.697157,-73.990409,sedan,3.68,5.96,12.57,11,1,0
R000340,2024-01-11 06:23:20,40.67887,-74.000722,40.698685,-73.985374,economy,2.56,5.61,7.4,6,3,0
R000341,2024-01-05 00:16:35,40.730124,-74.012306,40.728367,-74.026216,economy,1.19,1.83,3.46,0,4,0
R000342,2024-01-05 06:21:14,40.694762,-74.02725,40.741818,-73.973819,sedan,6.9,11.68,21.43,6,4,0
R000343,2024-01-22 10:16:48,40.696498,-73.998602,40.701206,-73.996903,sedan,0.54,1.03,5.16,10,0,0
R000344,2024-01-16 14:10:46,40.70151,-74.035983,40.692271,-73.982075,economy,4.66,9.03,11.22,14,1,0
R000345,2024-01-29 17:41:03,40.681701,-74.04871,40.725924,-73.993679,economy,6.76,25.52,27.12,17,0,1
R000346,2024-01-27 21:03:48,40.679383,-74.030029,40.728741,-73.99648,economy,6.17,10.82,12.77,21,5,0
R000347,2024-01-23 04:00:13,40.756723,-74.01014,40.693752,-73.97888,sedan,7.48,8.55,16.3,4,1,0
R000348,2024-01-01 00:34:35,40.713291,-73.964238,40.720618,-74.036548,sedan,6.15,7.31,13.73,0,0,0
R000349,2024-01-10 00:32:52,40.682202,-74.048898,40.735859,-74.009733,suv,6.82,9.45,21.1,0,2,0
R000350,2024-01-06 03:58:06,40.678253,-73.964967,40.726285,-74.037669,sedan,8.13,10.9,18.33,3,5,0
R000351,2024-01-09 12:05:23,40.756361,-74.025044,40.754302,-74.015947,economy,0.8,1.35,3.65,12,1,0
R000352,2024-01-23 07:19:43,40.716527,-74.037127,40.741463,-73.979843,economy,5.57,21.32,20.76,7,1,1
R000353,2024-01-13 12:35:30,40.723795,-73.993713,40.69114,-74.033484,economy,4.94,9.72,11.08,12,5,0
R000354,2024-01-28 13:41:50,40.722904,-73.98726,40.720042,-74.038472,suv,4.33,9.8,19.76,13,6,0
R000355,2024-01-08 06:57:55,40.711801,-74.01484,40.757246,-73.971772,economy,6.22,13.81,15.49,6,0,0
R000356,2024-01-30 02:43:59,40.726652,-73.988517,40.720473,-74.03653,economy,4.1,7.26,7.11,2,1,0
R000357,2024-01-07 18:09:48,40.688297,-73.964237,40.749651,-73.986007,suv,7.06,29.37,56.29,18,6,1
R000358,2024-01-10 05:36:15,40.679559,-73.979854,40.692619,-73.972062,sedan,1.59,2.84,7.49,5,2,0
R000359,2024-01-13 23:08:50,40.711307,-73.973281,40.720786,-74.01722,sedan,3.85,4.2,9.37,23,5,0
R000360,2024-01-12 01:06:27,40.729822,-73.984128,40.687122,-73.965311,suv,5.01,7.26,17.11,1,4,0
R000361,2024-01-11 00:40:17,40.756067,-74.014317,40.742277,-73.982192,economy,3.11,4.6,6.12,0,3,0
R000362,2024-01-18 12:27:11,40.685843,-74.041166,40.744657,-74.011477,economy,7.0,14.84,13.1,12,3,0
R000363,2024-01-20 09:51:15,40.724193,-73.967626,40.687706,-74.027943,economy,6.5,26.05,24.67,9,5,1
R000364,2024-01-26 20:09:47,40.718936,-74.033965,40.727942,-73.997898,suv,3.2,5.62,16.49,20,4,0
R000365,2024-01-15 11:48:17,40.737566,-73.988435,40.701425,-73.978419,sedan,4.11,6.59,13.82,11,0,0
R000366,2024-01-17 13:06:01,40.736802,-73.987229,40.727069,-73.98205,sedan,1.17,2.07,6.77,13,2,0
R000367,2024-01-28 12:00:18,40.675774,-74.007113,40.674788,-74.014321,sedan,0.62,1.0,4.98,12,6,0
R000368,2024-01-18 07:36:33,40.693838,-73.98254,40.713332,-74.034934,economy,4.92,17.71,17.1,7,3,1
R000369,2024-01-16 04:04:10,40.739306,-73.987362,40.67232,-74.044439,economy,8.87,10.42,12.52,4,1,0
R000370,2024-01-03 11:16:15,40.688715,-74.02571,40.740113,-73.967369,sedan,7.54,14.0,22.45,11,2,0
R000371,2024-01-15 03:08:19,40.696477,-73.991019,40.700977,-73.987196,sedan,0.6,1.0,4.03,3,0,0
R000372,2024-01-11 14:21:27,40.700003,-73.992696,40.678863,-73.971021,suv,2.98,3.9,14.52,14,3,0
R000373,2024-01-05 09:20:38,40.720528,-73.994769,40.723848,-74.038458,economy,3.7,14.4,13.92,9,4,1
R000374,2024-01-13 10:18:47,40.741828,-73.978644,40.717525,-74.004185,sedan,3.45,6.15,11.87,10,5,0
R000375,2024-01-08 10:24:17,40.692227,-74.006297,40.729326,-73.993046,suv,4.27,7.59,19.63,10,0,0
R000376,2024-01-07 18:34:11,40.735178,-74.022417,40.667812,-74.004998,suv,7.63,27.69,57.33,18,6,1
R000377,2024-01-15 22:13:28,40.74334,-74.050656,40.690014,-73.984319,economy,8.15,15.23,16.59,22,0,0
R000378,2024-01-28 13:43:31,40.716071,-74.040096,40.685419,-74.021628,sedan,3.75,6.59,13.01,13,6,0
R000379,2024-01-26 12:04:28,40.706844,-73.969105,40.701759,-73.964233,economy,0.7,1.43,3.66,12,4,0
R000380,2024-01-17 22:26:34,40.710606,-74.036671,40.724744,-73.987653,sedan,4.42,8.31,15.69,22,2,0
R000381,2024-01-20 20:58:05,40.688243,-74.025013,40.694625,-74.041517,economy,1.56,3.32,5.69,20,5,0
R000382,2024-01-21 19:02:36,40.672137,-74.018595,40.753912,-74.005964,economy,9.16,31.33,30.39,19,6,1
R000383,2024-01-25 10:50:27,40.730047,-73.997104,40.685259,-74.026739,economy,5.57,10.64,13.28,10,3,0
R000384,2024-01-13 14:49:43,40.741796,-73.974469,40.686879,-73.991838,economy,6.28,13.86,14.14,14,5,0
R000385,2024-01-01 15:06:18,40.687217,-73.989997,40.722498,-74.024423,economy,4.88,10.13,10.88,15,0,0
R000386,2024-01-24 04:22:19,40.683452,-74.020373,40.725835,-74.015438,economy,4.73,6.03,8.24,4,2,0
R000387,2024-01-04 14:46:44,40.747919,-74.025133,40.730079,-73.991814,sedan,3.44,5.92,11.45,14,3,0
R000388,2024-01-04 00:54:21,40.691883,-73.975807,40.669122,-74.016882,economy,4.29,5.87,7.15,0,3,0
R000389,2024-01-24 07:33:11,40.712158,-74.014614,40.709863,-73.977077,suv,3.17,10.69,23.45,7,2,1
R000390,2024-01-08 12:40:11,40.697912,-73.978264,40.681896,-74.020428,economy,3.98,8.52,10.18,12,0,0
R000391,2024-01-14 12:00:45,40.724992,-74.035902,40.6791,-74.049475,sedan,5.23,9.57,17.24,12,6,0
R000392,2024-01-03 18:06:51,40.678619,-74.027098,40.723309,-74.028255,economy,4.97,17.42,19.03,18,2,1
R000393,2024-01-04 08:42:55,40.667922,-74.024018,40.725981,-73.963323,economy,8.24,30.17,28.21,8,3,1
R000394,2024-01-13 19:25:37,40.721684,-74.028551,40.70362,-74.023738,sedan,2.05,6.95,13.73,19,5,1
R000395,2024-01-27 21:45:51,40.731921,-73.982693,40.673006,-73.964799,economy,6.72,13.47,14.78,21,5,0
R000396,2024-01-08 09:07:11,40.681499,-74.029082,40.685425,-74.038328,economy,0.89,3.63,6.23,9,0,1
R000397,2024-01-05 18:24:27,40.682243,-74.024767,40.740801,-73.993764,economy,7.02,32.5,29.43,18,4,1
R000398,2024-01-05 05:20:53,40.691191,-74.019933,40.72163,-74.033668,suv,3.58,7.37,17.56,5,4,0
R000399,2024-01-16 04:12:52,40.696201,-73.980241,40.681057,-74.050294,economy,6.14,7.88,10.81,4,1,0
R000400,2024-01-23 14:31:10,40.724762,-73.990076,40.712854,-73.989834,economy,1.32,2.6,4.78,14,1,0
R000401,2024-01-02 08:14:34,40.696898,-73.974136,40.716992,-74.012047,sedan,3.9,10.32,18.79,8,1,1
R000402,2024-01-16 17:32:07,40.672298,-73.975072,40.720654,-74.033057,sedan,7.27,20.93,38.3,17,1,1
R000403,2024-01-25 01:48:46,40.70713,-73.99758,40.698749,-73.98431,economy,1.46,2.13,3.91,1,3,0
R000404,2024-01-27 20:48:15,40.729593,-73.988561,40.710721,-73.98635,economy,2.11,4.52,5.97,20,5,0
R000405,2024-01-27 02:28:55,40.727794,-74.036357,40.718658,-73.981554,economy,4.73,6.41,8.08,2,5,0
R000406,2024-01-26 23:37:44,40.691548,-73.977977,40.692212,-74.02826,sedan,4.24,4.85,10.6,23,4,0
R000407,2024-01-27 06:51:03,40.706383,-74.048375,40.71108,-73.991381,sedan,4.83,7.99,14.89,6,5,0
R000408,2024-01-06 10:45:18,40.726521,-74.036906,40.757193,-74.046958,sedan,3.51,5.63,12.88,10,5,0
R000409,2024-01-29 21:52:06,40.704898,-73.984002,40.750458,-73.965416,suv,5.3,8.09,23.42,21,0,0
R000410,2024-01-28 20:08:44,40.738679,-74.02841,40.712949,-74.031537,sedan,2.87,4.33,10.78,20,6,0
R000411,2024-01-25 21:25:31,40.722871,-74.04077,40.687677,-74.047496,economy,3.95,7.59,9.85,21,3,0
R000412,2024-01-03 20:50:56,40.753341,-73.998654,40.707095,-73.998792,sedan,5.14,10.24,16.94,20,2,0
R000413,2024-01-23 11:29:31,40.728306,-73.997652,40.748268,-73.965819,sedan,3.48,5.86,12.67,11,1,0
R000414,2024-01-03 23:29:40,40.738033,-74.00813,40.725544,-73.99106,sedan,2.0,2.1,6.47,23,2,0
R000415,2024-01-13 06:27:52,40.727234,-74.038104,40.709779,-74.035005,economy,1.96,4.09,6.2,6,5,0
R000416,2024-01-19 04:36:54,40.697697,-73.988574,40.736201,-73.985037,economy,4.29,4.94,7.42,4,4,0
R000417,2024-01-21 14:01:07,40.706071,-74.047619,40.699538,-73.983436,economy,5.46,10.18,12.13,14,6,0
R000418,2024-01-14 06:44:58,40.717364,-74.041429,40.726197,-74.041744,economy,0.98,2.1,4.41,6,6,0
R000419,2024-01-12 08:05:23,40.705837,-74.023736,40.697077,-73.986864,economy,3.26,11.18,12.99,8,4,1
R000420,2024-01-21 09:46:44,40.701185,-73.969825,40.740402,-73.962363,economy,4.41,14.91,17.07,9,6,1
R000421,2024-01-04 00:13:30,40.696494,-74.021106,40.674861,-74.001995,economy,2.9,3.72,5.82,0,3,0
R000422,2024-01-01 22:21:52,40.699892,-73.973992,40.7535,-74.047182,economy,8.58,18.27,16.9,22,0,0
R000423,2024-01-08 12:05:46,40.69449,-73.986702,40.72088,-74.034749,suv,5.0,11.25,26.72,12,0,0
R000424,2024-01-05 12:49:52,40.701035,-73.967037,40.690473,-74.021562,economy,4.74,9.18,11.93,12,4,0
R000425,2024-01-19 00:39:41,40.72395,-74.033511,40.733408,-73.973448,sedan,5.17,6.72,12.01,0,4,0
R000426,2024-01-05 13:39:43,40.685372,-74.019919,40.734998,-73.987105,economy,6.17,12.91,14.93,13,4,0
R000427,2024-01-04 18:46:24,40.697772,-73.977656,40.682341,-74.027935,economy,4.57,19.57,21.67,18,3,1
R000428,2024-01-21 02:15:35,40.702392,-74.048733,40.74331,-74.049972,economy,4.55,5.4,7.53,2,6,0
R000429,2024-01-23 00:54:54,40.731238,-73.977458,40.690303,-74.025751,sedan,6.11,7.33,13.48,0,1,0
R000430,2024-01-10 20:03:50,40.732461,-73.973362,40.683933,-73.979,economy,5.42,8.5,12.18,20,2,0
R000431,2024-01-04 07:31:40,40.679654,-73.973123,40.681955,-74.023119,suv,4.22,15.24,29.54,7,3,1
R000432,2024-01-12 10:08:24,40.728343,-73.979299,40.690342,-73.994761,economy,4.42,9.92,10.92,10,4,0
R000433,2024-01-22 05:48:30,40.749348,-74.049906,40.728462,-74.046335,economy,2.34,3.85,6.6,5,0,0
R000434,2024-01-03 00:16:13,40.727653,-73.997763,40.723716,-74.020936,economy,2.0,2.63,4.9,0,2,0
R000435,2024-01-10 20:45:32,40.673952,-73.980462,40.693518,-74.012051,economy,3.44,6.11,8.98,20,2,0
R000436,2024-01-21 17:34:39,40.732021,-73.993741,40.6886,-74.023491,suv,5.44,22.68,48.17,17,6,1
R000437,2024-01-05 17:20:25,40.685709,-74.01335,40.735385,-74.041876,sedan,6.02,18.66,31.15,17,4,1
R000438,2024-01-21 02:19:44,40.706682,-73.962767,40.673875,-74.004317,economy,5.06,6.92,8.12,2,6,0
R000439,2024-01-08 02:59:27,40.737251,-73.985824,40.678569,-74.030648,economy,7.54,8.98,11.02,2,0,0
R000440,2024-01-23 04:44:00,40.722383,-74.043248,40.691968,-74.025128,sedan,3.71,4.55,9.63,4,1,0
R000441,2024-01-24 08:10:23,40.719191,-74.035116,40.674603,-73.965372,economy,7.69,26.17,25.11,8,2,1
R000442,2024-01-29 00:21:51,40.721714,-73.994872,40.726165,-74.026934,economy,2.75,4.16,5.31,0,0,0
R000443,2024-01-19 20:04:31,40.731397,-73.996099,40.692187,-73.985588,suv,4.45,9.19,21.0,20,4,0
R000444,2024-01-06 11:10:16,40.753006,-74.041468,40.681735,-73.965974,sedan,10.16,18.38,29.64,11,5,0
R000445,2024-01-04 07:47:32,40.734753,-73.997632,40.703037,-73.975152,economy,4.0,14.08,14.95,7,3,1
R000446,2024-01-30 04:11:59,40.720263,-74.028221,40.70066,-73.981311,economy,4.51,7.03,7.89,4,1,0
R000447,2024-01-08 13:58:46,40.735623,-73.996098,40.755731,-74.04183,economy,4.45,8.89,10.42,13,0,0
R000448,2024-01-22 01:11:14,40.676136,-73.983645,40.750109,-74.011938,suv,8.56,10.75,23.39,1,0,0
R000449,2024-01-03 14:55:18,40.73291,-74.050185,40.741548,-73.984093,sedan,5.65,8.44,17.63,14,2,0
R000450,2024-01-01 11:12:18,40.732065,-74.042775,40.689271,-74.027172,economy,4.94,9.1,10.77,11,0,0
R000451,2024-01-19 15:49:49,40.683219,-74.030159,40.697464,-73.984579,economy,4.16,8.88,10.91,15,4,0
R000452,2024-01-18 11:40:53,40.728358,-74.043697,40.725298,-74.03364,economy,0.91,1.84,4.3,11,3,0
R000453,2024-01-22 12:54:47,40.685825,-73.995489,40.692146,-74.021564,economy,2.31,4.26,6.56,12,0,0
R000454,2024-01-02 04:45:17,40.691217,-74.027047,40.7204,-74.00255,sedan,3.85,4.25,9.03,4,1,0
R000455,2024-01-23 11:29:47,40.734319,-73.987392,40.738665,-74.010109,sedan,1.97,2.93,8.51,11,1,0
